"type","language","license","rightsHolder","accessRights","datasetID","institutionCode","datasetName","basisOfRecord","informationWithheld","dynamicProperties","occurrenceID","sex","organismID","eventDate","locationID","decimalLatitude","decimalLongitude","geodeticDatum","georeferenceSources","georeferenceVerificationStatus","scientificName","kingdom","taxonRank"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235438","","A56","2015-08-18T15:25:45Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235439","","A56","2015-08-18T15:27:34Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235440","","A56","2015-08-18T15:30:08Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235441","","A56","2015-08-18T15:32:13Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235442","","A56","2015-08-18T15:33:19Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235443","","A56","2015-08-18T15:34:28Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235444","","A56","2015-08-18T15:35:43Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235445","","A56","2015-08-18T15:37:09Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235446","","A56","2015-08-18T15:38:57Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235447","","A56","2015-08-18T15:41:30Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235448","","A56","2015-08-18T15:43:32Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235449","","A56","2015-08-18T15:46:33Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235450","","A56","2015-08-18T15:49:30Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235451","","A56","2015-08-18T15:52:20Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235452","","A56","2015-08-18T15:54:58Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235453","","A56","2015-08-18T15:57:09Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235454","","A56","2015-08-18T15:58:28Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235455","","A56","2015-08-18T16:00:02Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235456","","A56","2015-08-18T16:02:06Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235457","","A56","2015-08-18T16:03:10Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235458","","A56","2015-08-18T16:04:14Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235459","","A56","2015-08-18T16:05:19Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235460","","A56","2015-08-18T16:06:26Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235461","","A56","2015-08-18T16:07:36Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235462","","A56","2015-08-18T16:08:51Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235463","","A56","2015-08-18T16:10:19Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235464","","A56","2015-08-18T16:14:52Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235465","","A56","2015-08-18T16:18:43Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235466","","A56","2015-08-18T16:20:47Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235467","","A56","2015-08-18T16:23:50Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235468","","A56","2015-08-18T16:26:53Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235469","","A56","2015-08-18T16:29:56Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235470","","A56","2015-08-18T16:32:58Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235471","","A56","2015-08-18T16:35:57Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235472","","A56","2015-08-18T16:38:54Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235473","","A56","2015-08-18T16:41:44Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235474","","A56","2015-08-18T16:44:20Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235475","","A56","2015-08-18T16:47:42Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235476","","A56","2015-08-18T16:49:05Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235477","","A56","2015-08-18T16:57:01Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235478","","A56","2015-08-18T17:00:11Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235479","","A56","2015-08-18T17:02:39Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235480","","A56","2015-08-18T17:04:30Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235481","","A56","2015-08-18T17:07:08Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235482","","A56","2015-08-18T17:09:22Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235483","","A56","2015-08-18T17:10:46Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","VLIZ","http://www.inbo.be/en/norms-for-data-use","","VLIZ","Acoustic telemetry tracking data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","see metadata","{""transmitter"":""A69-1601-13730"", ""receiver"":""VR2W-120887""}","etn:lifewatch:23235484","","A56","2015-08-18T17:12:30Z","ws-PPB","51.3536136","3.7376409","WGS84","GPS","unverified","Gadus morhua","Animalia","species"
