"","receiver","transmitter","transmitter_name","transmitter_serial","sensor_value","sensor_unit","sensor2_value","sensor2_unit","station_name","datetime","id_pk","qc_flag","file","latitude","longitude","deployment_fk","scientific_name","location_name","deployment_station_name","deploy_date_time","animal_project","animal_project_name","animal_project_code","animal_moratorium","network_project","network_project_name","network_project_code","network_moratorium","signal_to_noise_ratio","detection_file_id"
"1","VR2AR-545718","A69-1601-60511",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 14:58:29,34485917,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"2","VR2AR-545718","A69-1601-60511",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 15:07:41,34485919,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"3","VR2AR-545718","A69-1601-60511",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 15:17:03,34485920,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"4","VR2AR-545718","A69-1601-60511",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 15:26:43,34485922,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"5","VR2AR-545718","A69-1601-60511",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 15:37:01,34485925,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"6","VR2AR-545718","A69-1601-60507",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 16:00:34,34485929,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"7","VR2AR-545718","A69-1601-60509",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 16:01:03,34485930,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"8","VR2AR-545718","A69-1601-60507",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 16:09:57,34485932,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"9","VR2AR-545718","A69-1601-60509",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 16:10:48,34485933,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"10","VR2AR-545718","A69-1601-60507",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 16:19:41,34485935,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"11","VR2AR-545718","A69-1601-60509",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 16:21:15,34485936,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"12","VR2AR-545718","A69-1601-60507",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 16:30:05,34485938,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"13","VR2AR-545718","A69-1601-60509",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 16:31:08,34485939,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"14","VR2AR-545718","A69-1601-60507",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 16:39:50,34485941,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"15","VR2AR-545718","A69-1601-60509",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 16:41:52,34485942,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"16","VR2AR-545718","A69-1601-60507",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 16:50:18,34485944,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"17","VR2AR-545718","A69-1601-60509",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 16:52:15,34485945,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"18","VR2AR-545718","A69-1601-60507",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 17:00:10,34485947,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"19","VR2AR-545718","A69-1601-60509",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 17:02:01,34485948,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"20","VR2AR-545718","A69-1601-60507",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 17:10:52,34485950,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"21","VR2AR-545718","A69-1601-60509",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 17:12:30,34485951,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"22","VR2AR-545718","A69-1601-60507",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 17:21:12,34485953,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"23","VR2AR-545718","A69-1601-60509",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 17:22:24,34485954,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
"24","VR2AR-545718","A69-1601-60507",NA,NA,NA,NA,NA,NA,"CNB05",2016-10-25 17:30:50,34485956,NA,"VR2AR_545718_20161027_1.csv",51.67029,2.80098,2209,"Built-in","bpns-CNB05","bpns-CNB05",2016-09-20,"rangetest","rangetest","rangetest",1,"BPNS","BPNS","bpns",0,NA,NA
