deployment_id,receiver_id,acoustic_project_code,station_name,station_description,station_manager,deploy_date_time,deploy_latitude,deploy_longitude,intended_latitude,intended_longitude,mooring_type,bottom_depth,riser_length,deploy_depth,battery_installation_date,battery_estimated_end_date,activation_date_time,recover_date_time,recover_latitude,recover_longitude,download_date_time,download_file_name,valid_data_until_date_time,sync_date_time,time_drift,ar_battery_installation_date,ar_confirm,transmit_profile,transmit_power_output,log_temperature_stats_period,log_temperature_sample_period,log_tilt_sample_period,log_noise_stats_period,log_noise_sample_period,log_depth_stats_period,log_depth_sample_period,comments
1583,VR2W-124075,albert,ak-18,15,INBO,2014-04-03T00:00:00Z,50.811713,5.692692,,,surface-buoy,,,,,2016-10-15T00:00:00Z,,2014-12-02T00:00:00Z,,,2014-12-02T00:00:00Z,,,,,,,,,,,,,,,,Michael
1564,VR2W-122347,albert,ak-19,Uitzet SO2,INBO,2013-10-10T00:00:00Z,50.8608382,5.6386158,,,surface-buoy,,,,,2016-09-29T00:00:00Z,,2014-10-04T00:00:00Z,,,2015-05-12T13:25:00Z,,,,,,,,,,,,,,,,
2879,VR2W-122347,albert,ak-19,Uitzet SO2,INBO,2014-10-04T00:00:00Z,50.8608382,5.6386158,,,surface-buoy,,,,,,,2014-10-10T00:00:00Z,,,2014-10-10T00:00:00Z,VR2W_122347_20141010_1.csv,,,,,,,,,,,,,,,
2880,VR2W-122347,albert,ak-19,Uitzet SO2,INBO,2014-10-10T00:00:00Z,50.8608382,5.6386158,,,,,,,,,,2014-11-10T00:00:00Z,,,2014-11-10T00:00:00Z,VR2W_122347_20141110_1.csv,,,,,,,,,,,,,,,
2881,VR2W-122347,albert,ak-19,Uitzet SO2,INBO,2014-11-10T00:00:00Z,50.8608382,5.6386158,,,,,,,,,,2015-01-15T00:00:00Z,,,2015-01-15T00:00:00Z,VR2W_122347_20150115_1.csv,,,,,,,,,,,,,,,
2882,VR2W-122347,albert,ak-19,Uitzet SO2,INBO,2015-01-15T00:00:00Z,50.8608382,5.6386158,,,,,,,,,,2015-05-11T00:00:00Z,,,2015-05-11T00:00:00Z,VR2W_122347_20150511_1.csv,,,,,,,,,,,,,,,
2883,VR2W-122347,albert,ak-19,Uitzet SO2,INBO,2015-05-11T00:00:00Z,50.8608382,5.6386158,,,,,,,,,,2015-08-03T00:00:00Z,,,2015-08-03T00:00:00Z,VR2W_122347_20150803_1.csv,,,,,,,,,,,,,,,
2884,VR2W-122347,albert,ak-19,Uitzet SO2,INBO,2015-08-03T00:00:00Z,50.8608382,5.6386158,,,,,,,,,,2015-09-28T00:00:00Z,,,2015-09-28T00:00:00Z,VR2W_122347_20150928_1.csv,,,,,,,,,,,,,,,
2885,VR2W-122347,albert,ak-19,Uitzet SO2,INBO,2015-09-28T00:00:00Z,50.8608382,5.6386158,,,,,,,,,,2016-02-12T00:00:00Z,,,2016-02-12T00:00:00Z,VR2W_122347_20160212_1.csv,,,,,,,,,,,,,,,
2454,VR2W-122347,albert,ak-19,Uitzet SO2,INBO,2016-02-12T00:00:00Z,50.8608382,5.6386158,,,surface-buoy,,,,,2016-09-29T00:00:00Z,,2016-10-05T00:00:00Z,,,2016-10-05T00:00:00Z,VR2W_122347_20161005_1.csv,,,,,,,,,,,,,,,
2455,VR2W-122347,albert,ak-19,Uitzet SO2,INBO,2016-10-05T00:00:00Z,50.8608382,5.6386158,,,,,,,,2017-10-05T00:00:00Z,,2017-06-12T00:00:00Z,,,2017-06-12T00:00:00Z,VR2W_122347_20170612_1.csv,,,,,,,,,,,,,,,
2680,VR2W-122347,albert,ak-19,Uitzet SO2,INBO,2017-06-12T00:00:00Z,50.8608382,5.6386158,,,,,,,,2017-10-05T00:00:00Z,,2017-10-31T00:00:00Z,,,,,,,,,,,,,,,,,,,bij uitleesronde in oktober 2017 bleek de receiver verdwenen
1566,VR2W-122357,albert,ak-20,Zuid-Willemsvaart,INBO,2013-10-10T00:00:00Z,50.8892706,5.6621637,50.8892706,5.6621637,surface-buoy,,,,,2016-09-29T00:00:00Z,,2015-09-28T15:00:00Z,,,,,,,,,,,,,,,,,,,
2071,VR2W-122357,albert,ak-20,zuid willemsvaart,INBO,2015-09-28T15:00:00Z,50.8892706,5.6621637,50.8892706,5.6621637,,,,,2016-03-23T00:00:00Z,2017-06-23T00:00:00Z,,2016-02-12T00:00:00Z,,,2016-02-12T00:00:00Z,VR2W_122357_20160212_1.csv,,,,,,,,,,,,,,,"Rechteroever, onderaan aan trap uitwatering, uit te lezen rond laag water"
1567,VR2W-122352,albert,ak-21,Uitzet SO 1,INBO,2013-10-10T00:00:00Z,50.8887819,5.5749605,,,surface-buoy,,,,,2016-09-29T00:00:00Z,,2014-10-02T00:00:00Z,,,2014-10-02T00:00:00Z,VR2W_122352_20141002_1.csv,,,,,,,,,,,,,,,
2460,VR2W-122352,albert,ak-21,Uitzet SO 1,INBO,2014-10-02T00:00:00Z,50.8887819,5.5749605,,,,,,,,2016-09-29T00:00:00Z,,2014-10-10T00:00:00Z,,,2014-10-10T00:00:00Z,VR2W_122352_20141010_1.csv,,,,,,,,,,,,,,,
2461,VR2W-122352,albert,ak-21,Uitzet SO 1,INBO,2014-10-10T00:00:00Z,50.8887819,5.5749605,,,,,,,,2016-09-29T00:00:00Z,,2014-11-10T00:00:00Z,,,2014-11-10T00:00:00Z,VR2W_122352_20141110_1.csv,,,,,,,,,,,,,,,
2462,VR2W-122352,albert,ak-21,Uitzet SO 1,INBO,2014-11-10T00:00:00Z,50.8887819,5.5749605,,,,,,,,2016-09-29T00:00:00Z,,2015-01-15T00:00:00Z,,,2015-01-15T00:00:00Z,VR2W_122352_20150115_1.csv,,,,,,,,,,,,,,,
2463,VR2W-122352,albert,ak-21,Uitzet SO 1,INBO,2015-01-15T00:00:00Z,50.8887819,5.5749605,,,,,,,,2016-09-29T00:00:00Z,,2015-05-11T00:00:00Z,,,2015-05-11T00:00:00Z,VR2W_122352_20150511_1.csv,,,,,,,,,,,,,,,
2464,VR2W-122352,albert,ak-21,Uitzet SO 1,INBO,2015-05-11T00:00:00Z,50.8887819,5.5749605,,,,,,,,2016-09-29T00:00:00Z,,2015-08-03T00:00:00Z,,,2015-08-03T00:00:00Z,VR2W_122352_20150803_1.csv,,,,,,,,,,,,,,,
2465,VR2W-122352,albert,ak-21,Uitzet SO 1,INBO,2015-08-03T00:00:00Z,50.8887819,5.5749605,,,,,,,,2016-09-29T00:00:00Z,,2015-09-28T00:00:00Z,,,2015-09-28T00:00:00Z,VR2W_122352_20150928_1.csv,,,,,,,,,,,,,,,
2466,VR2W-122352,albert,ak-21,Uitzet SO 1,INBO,2015-09-28T00:00:00Z,50.8887819,5.5749605,,,,,,,,2016-09-29T00:00:00Z,,2016-02-12T00:00:00Z,,,2016-02-12T00:00:00Z,VR2W_122352_20160212_1.csv,,,,,,,,,,,,,,,
2467,VR2W-122352,albert,ak-21,Uitzet SO 1,INBO,2016-02-12T00:00:00Z,50.8887819,5.5749605,,,,,,,,2016-09-29T00:00:00Z,,2016-10-10T00:00:00Z,,,,,,,,,,,,,,,,,,,okt 2016 receiver verdwenen
2674,VR2W-112290,albert,ak-21,Genk SO1,INBO,2016-11-21T12:00:00Z,50.888339,5.57446,50.888339,5.57446,,,,,,2017-11-21T12:00:00Z,,2017-06-12T00:00:00Z,,,2017-06-12T00:00:00Z,VR2W_112290_20170612_1.csv,,,,,,,,,,,,,,,
2676,VR2W-112290,albert,ak-21,Genk SO1,INBO,2017-06-12T00:00:00Z,50.888339,5.57446,50.888339,5.57446,,,,,,2017-11-21T12:00:00Z,,2017-11-06T00:00:00Z,,,2017-11-06T00:00:00Z,VR2W_112290_20171106_1.csv,,,,,,,,,,,,,,,
3310,VR2W-112290,albert,ak-21,Genk SO1,INBO,2017-11-06T00:00:00Z,50.888339,5.57446,50.888339,5.57446,,,,,,2018-11-06T00:00:00Z,,2019-04-12T00:00:00Z,,,2019-04-12T00:00:00Z,VR2W_112290_20190412_1.csv,,,,,,,,,,,,,,,
1637,VR2W-122355,albert,ak-22,Genk SO,INBO,2013-10-10T00:00:00Z,50.9356423,5.4970086,,,surface-buoy,,,,,,,2013-11-19T00:00:00Z,,,,,,,,,,,,,,,,,,,Verdwenen PV opgesteld
2783,VR2W-112288,albert,ak-22,Genk SO,INBO,2013-11-19T00:00:00Z,50.9356423,5.4970086,,,surface-buoy,,,,,,,2014-11-12T00:00:00Z,,,2014-11-12T00:00:00Z,VR2W_112288_20141112_2.csv,,,,,,,,,,,,,,,"Op 19-11-13 vastgesteld dat 122355 was verdwenen, vervangen door 112288; nieuwe bevestiging november 2014"
2784,VR2W-112288,albert,ak-22,Genk SO,INBO,2014-11-12T00:00:00Z,50.9356423,5.4970086,,,,,,,,,,2015-01-15T00:00:00Z,,,2015-01-15T00:00:00Z,VR2W_112288_20150115_1.csv,,,,,,,,,,,,,,,
2785,VR2W-112288,albert,ak-22,Genk SO,INBO,2015-01-15T00:00:00Z,50.9356423,5.4970086,,,,,,,,,,2015-05-11T00:00:00Z,,,2015-05-11T00:00:00Z,VR2W_112288_20150511_1.csv,,,,,,,,,,,,,,,
2786,VR2W-112288,albert,ak-22,Genk SO,INBO,2015-05-11T00:00:00Z,50.9356423,5.4970086,,,,,,,,,,2015-08-03T00:00:00Z,,,2015-08-03T00:00:00Z,VR2W_112288_20150803_1.csv,,,,,,,,,,,,,,,
2787,VR2W-112288,albert,ak-22,Genk SO,INBO,2015-08-03T00:00:00Z,50.9356423,5.4970086,,,,,,,,,,2015-09-28T00:00:00Z,,,2015-09-28T00:00:00Z,VR2W_112288_20150928_1.csv,,,,,,,,,,,,,,,
2789,VR2W-112288,albert,ak-22,Genk SO,INBO,2015-09-28T00:00:00Z,50.9356423,5.4970086,,,,,,,,,,2016-02-11T00:00:00Z,,,2016-02-11T00:00:00Z,VR2W_112288_20160211_1.csv,,,,,,,,,,,,,,,
1568,VR2W-112288,albert,ak-22,Genk SO,INBO,2016-02-11T00:00:00Z,50.9356423,5.4970086,,,surface-buoy,,,,,2016-09-29T00:00:00Z,,2016-10-10T00:00:00Z,,,2016-10-10T00:00:00Z,VR2W_112288_20161010_1.csv,,,,,,,,,,,,,,,"Op 19-11-13 vastgesteld dat 122355 was verdwenen, vervangen door 112288; nieuwe bevestiging november 2014"
2431,VR2W-112288,albert,ak-22,Genk SO,INBO,2016-10-10T00:00:00Z,50.9356423,5.4970086,,,,,,,,2017-10-10T00:00:00Z,,2017-06-12T00:00:00Z,,,2017-06-12T00:00:00Z,VR2W_112288_20170612_1.csv,,,,,,,,,,,,,,,
2675,VR2W-112288,albert,ak-22,Genk SO,INBO,2017-06-12T00:00:00Z,50.9356423,5.4970086,,,,,,,,2017-10-10T00:00:00Z,,2017-11-06T00:00:00Z,,,2017-11-06T00:00:00Z,VR2W_112288_20171106_1.csv,,,,,,,,,,,,,,,
3309,VR2W-112288,albert,ak-22,Genk SO,INBO,2017-11-06T00:00:00Z,50.9356423,5.4970086,,,,,,,,2018-11-06T00:00:00Z,,2019-04-03T00:00:00Z,,,2019-04-03T00:00:00Z,VR2W_112288_20190403_1.csv,,,,,,,,,,,,,,,
1569,VR2W-122340,albert,ak-23,Genk SA,INBO,2013-10-10T00:00:00Z,50.9357743,5.487716,,,surface-buoy,,,,,2016-09-29T00:00:00Z,,2014-10-08T00:00:00Z,,,2016-09-29T00:00:00Z,,,,,,,,,,,,,,,,
2871,VR2W-122340,albert,ak-23,Genk SA,INBO,2014-10-08T00:00:00Z,50.9357743,5.487716,,,,,,,,,,2014-10-10T00:00:00Z,,,2014-10-10T00:00:00Z,VR2W_122340_20141010_1.csv,,,,,,,,,,,,,,,
2872,VR2W-122340,albert,ak-23,Genk SA,INBO,2014-10-10T00:00:00Z,50.9357743,5.487716,,,,,,,,,,2014-11-10T00:00:00Z,,,2014-11-10T00:00:00Z,VR2W_122340_20141110_1 (1).csv,,,,,,,,,,,,,,,
2873,VR2W-122340,albert,ak-23,Genk SA,INBO,2014-11-10T00:00:00Z,50.9357743,5.487716,,,,,,,,,,2015-01-15T00:00:00Z,,,2015-01-15T00:00:00Z,VR2W_122340_20150115_1.csv,,,,,,,,,,,,,,,
2874,VR2W-122340,albert,ak-23,Genk SA,INBO,2015-01-15T00:00:00Z,50.9357743,5.487716,,,,,,,,,,2015-05-11T00:00:00Z,,,2015-05-11T00:00:00Z,VR2W_122340_20150511_1.csv,,,,,,,,,,,,,,,
2875,VR2W-122340,albert,ak-23,Genk SA,INBO,2015-05-11T00:00:00Z,50.9357743,5.487716,,,,,,,,,,2015-08-03T00:00:00Z,,,2015-08-03T00:00:00Z,VR2W_122340_20150803_1.csv,,,,,,,,,,,,,,,
2876,VR2W-122340,albert,ak-23,Genk SA,INBO,2015-08-03T00:00:00Z,50.9357743,5.487716,,,,,,,,,,2015-09-28T00:00:00Z,,,2015-09-28T00:00:00Z,VR2W_122340_20150928_1.csv,,,,,,,,,,,,,,,
2877,VR2W-122340,albert,ak-23,Genk SA,INBO,2015-09-28T00:00:00Z,50.9357743,5.487716,,,surface-buoy,,,,,,,2015-11-02T00:00:00Z,,,2016-02-11T00:00:00Z,VR2W_122340_20160211_1.csv,,,,,,,,,,,,,,,
2456,VR2W-122340,albert,ak-23,Genk SA,INBO,2015-11-02T00:00:00Z,50.9357743,5.487716,,,surface-buoy,,,,,2016-09-29T00:00:00Z,,2016-10-10T00:00:00Z,,,2016-10-10T00:00:00Z,VR2W_122340_20161010_1.csv,,,,,,,,,,,,,,,
2457,VR2W-122340,albert,ak-23,Genk SA,INBO,2016-10-10T00:00:00Z,50.9357743,5.487716,,,,,,,,2017-10-10T00:00:00Z,,2017-06-12T00:00:00Z,,,2017-06-12T00:00:00Z,VR2W_122340_20170612_1.csv,,,,,,,,,,,,,,,
2679,VR2W-122340,albert,ak-23,Genk SA,INBO,2017-06-12T00:00:00Z,50.9357743,5.487716,,,,,,,,2017-10-10T00:00:00Z,,2017-11-06T00:00:00Z,,,2017-11-06T00:00:00Z,VR2W_122340_20171106_1.csv,,,,,,,,,,,,,,,
3318,VR2W-122340,albert,ak-23,Genk SA,INBO,2017-11-06T00:00:00Z,50.9357743,5.487716,,,,,,,,2018-11-06T00:00:00Z,,2019-04-03T00:00:00Z,,,2019-04-03T00:00:00Z,VR2W_122340_20190403_1.csv,,,,,,,,,,,,,,,
1474,VR2W-122333,albert,ak-24,Diepenbeek SO,INBO,2013-10-10T00:00:00Z,50.9380396,5.4373164,,,surface-buoy,,,,,,,2013-11-16T00:00:00Z,,,,,,,,,,,,,,,,,,,Bij controle was receiver verdwenen (brandweer Hasselt teruggevonden met duikoefening)
2856,VR2W-122333,albert,ak-24,Diepenbeek SO,INBO,2013-11-16T00:00:00Z,50.9380396,5.4373164,,,surface-buoy,,,,,,,2014-11-10T00:00:00Z,,,2014-11-10T00:00:00Z,VR2W_122333_20141110_1.csv,,,,,,,,,,,,,,,Bij controle was receiver verdwenen (brandweer Hasselt teruggevonden met duikoefening)
2857,VR2W-122333,albert,ak-24,Diepenbeek SO,INBO,2014-11-10T00:00:00Z,50.9380396,5.4373164,,,,,,,,,,2015-01-15T00:00:00Z,,,2015-01-15T00:00:00Z,VR2W_122333_20150115_1.csv,,,,,,,,,,,,,,,
2858,VR2W-122333,albert,ak-24,Diepenbeek SO,INBO,2015-01-15T00:00:00Z,50.9380396,5.4373164,,,,,,,,,,2015-10-29T00:00:00Z,,,2015-10-29T00:00:00Z,VR2W_122333_20151029_1.csv,,,,,,,,,,,,,,,
2942,VR2W-124060,albert,ak-24,SO Diepenbeek,INBO,2015-07-01T00:00:00Z,50.9380396,5.4373164,,,surface-buoy,,,,,2016-09-29T00:00:00Z,,2015-08-03T00:00:00Z,,,2015-08-03T00:00:00Z,VR2W_124060_20150803_1.csv,,,,,,,,,,,,,,,
2943,VR2W-124060,albert,ak-24,SO Diepenbeek,INBO,2015-08-03T00:00:00Z,50.9380396,5.4373164,,,,,,,,2016-09-29T00:00:00Z,,2015-09-28T00:00:00Z,,,2015-09-28T00:00:00Z,VR2W_124060_20150928_1.csv,,,,,,,,,,,,,,,
2944,VR2W-124060,albert,ak-24,SO Diepenbeek,INBO,2015-10-03T00:00:00Z,50.9380396,5.4373164,,,surface-buoy,,,,,2016-09-29T00:00:00Z,,2016-02-11T00:00:00Z,,,2016-02-11T00:00:00Z,VR2W_124060_20160211_1.csv,,,,,,,,,,,,,,,
1570,VR2W-124060,albert,ak-24,SO Diepenbeek,INBO,2016-02-11T00:00:00Z,50.9380396,5.4373164,,,surface-buoy,,,,,2016-09-29T00:00:00Z,,2016-10-10T00:00:00Z,,,2016-10-10T00:00:00Z,VR2W_124060_20161010_1.csv,,,,,,,,,,,,,,,
2445,VR2W-124060,albert,ak-24,SO Diepenbeek,INBO,2016-10-10T00:00:00Z,50.9380396,5.4373164,,,surface-buoy,,,,,2017-10-10T00:00:00Z,,2017-06-12T00:00:00Z,,,2017-06-12T00:00:00Z,VR2W_124060_20170612_1.csv,,,,,,,,,,,,,,,
2682,VR2W-124060,albert,ak-24,SO Diepenbeek,INBO,2017-06-12T00:00:00Z,50.9380396,5.4373164,,,,,,,,2017-10-10T00:00:00Z,,2017-10-24T00:00:00Z,,,2017-10-24T00:00:00Z,VR2W_124060_20171024_1.csv,,,,,,,,,,,,,,,
3261,VR2W-124060,albert,ak-24,SO Diepenbeek,INBO,2017-10-24T00:00:00Z,50.9380396,5.4373164,,,,,,,,2018-10-24T00:00:00Z,,2019-04-03T00:00:00Z,,,2019-04-03T00:00:00Z,VR2W_124060_20190403_1.csv,,,,,,,,,,,,,,,
1571,VR2W-122353,albert,ak-25,Diepenbeek SA,INBO,2013-10-10T00:00:00Z,50.9385133,5.4270421,,,surface-buoy,,,,,,,2014-08-26T00:00:00Z,,,,,,,,,,,,,,,,,,,nieuwe bevestiging 11/05/15
2895,VR2W-122353,albert,ak-25,Diepenbeek SA,INBO,2014-08-26T00:00:00Z,50.9385133,5.4270421,,,,,,,,,,2014-10-02T00:00:00Z,,,2014-10-02T00:00:00Z,VR2W_122353_20141002_1.csv,,,,,,,,,,,,,,,
2896,VR2W-122353,albert,ak-25,Diepenbeek SA,INBO,2014-10-02T00:00:00Z,50.9385133,5.4270421,,,,,,,,,,2014-11-12T00:00:00Z,,,2014-11-12T00:00:00Z,VR2W_122353_20141112_1.csv,,,,,,,,,,,,,,,
2897,VR2W-122353,albert,ak-25,Diepenbeek SA,INBO,2014-11-12T00:00:00Z,50.9385133,5.4270421,,,,,,,,,,2015-01-15T00:00:00Z,,,2015-01-15T00:00:00Z,VR2W_122353_20150115_1.csv,,,,,,,,,,,,,,,
2898,VR2W-122353,albert,ak-25,Diepenbeek SA,INBO,2015-01-15T00:00:00Z,50.9385133,5.4270421,,,,,,,,,,2015-05-11T00:00:00Z,,,2015-05-11T00:00:00Z,VR2W_122353_20150511_1.csv,,,,,,,,,,,,,,,
2899,VR2W-122353,albert,ak-25,Diepenbeek SA,INBO,2015-05-11T00:00:00Z,50.9385133,5.4270421,,,,,,,,,,2015-08-03T00:00:00Z,,,2015-08-03T00:00:00Z,VR2W_122353_20150803_1.csv,,,,,,,,,,,,,,,
2900,VR2W-122353,albert,ak-25,Diepenbeek SA,INBO,2015-08-03T00:00:00Z,50.9385133,5.4270421,,,,,,,,,,2015-09-28T00:00:00Z,,,2015-09-28T00:00:00Z,VR2W_122353_20150928_1.csv,,,,,,,,,,,,,,,
2901,VR2W-122353,albert,ak-25,Diepenbeek SA,INBO,2015-09-28T00:00:00Z,50.9385133,5.4270421,,,,,,,,,,2016-02-11T00:00:00Z,,,2016-02-11T00:00:00Z,VR2W_122353_20160211_1.csv,,,,,,,,,,,,,,,
2452,VR2W-122353,albert,ak-25,Diepenbeek SA,INBO,2016-02-11T00:00:00Z,50.9385133,5.4270421,,,surface-buoy,,,,,2016-09-29T00:00:00Z,,2016-10-10T00:00:00Z,,,2016-10-10T00:00:00Z,VR2W_122353_20161010_1.csv,,,,,,,,,,,,,,,nieuwe bevestiging 11/05/15
2453,VR2W-122353,albert,ak-25,Diepenbeek SA,INBO,2016-10-10T00:00:00Z,50.9385133,5.4270421,,,,,,,,2017-10-10T00:00:00Z,,2017-06-12T00:00:00Z,,,2017-06-12T00:00:00Z,VR2W_122353_20170612_1.csv,,,,,,,,,,,,,,,
2681,VR2W-122353,albert,ak-25,Diepenbeek SA,INBO,2017-06-12T00:00:00Z,50.9385133,5.4270421,,,,,,,,2017-10-10T00:00:00Z,,2017-10-24T00:00:00Z,,,2017-10-24T00:00:00Z,VR2W_122353_20171024_1.csv,,,,,,,,,,,,,,,
3260,VR2W-122353,albert,ak-25,Diepenbeek SA,INBO,2017-10-24T00:00:00Z,50.9385133,5.4270421,,,,,,,,2018-10-24T00:00:00Z,,2019-04-03T00:00:00Z,,,2019-04-03T00:00:00Z,VR2W_122353_20190403_1.csv,,,,,,,,,,,,,,,
1572,VR2W-122334,albert,ak-26,Hasselt SO,INBO,2013-10-10T00:00:00Z,50.9406125,5.3743823,,,surface-buoy,,,,,,,2014-10-09T00:00:00Z,,,,,,,,,,,,,,,,,,,
